bn_words_of_interest,frequency_count
সাইয়াদের,10
হাওদায়,10
"চেয়েছিলাম,",10
মেয়ে।,10
ওয়ার্‌রাদ,10
ধ্বসিয়ে,10
বুশায়র,10
বর্ণিতঃবিদায়,10
পরওয়ারদিগারের,10
উকিয়ার,10
ফিত্‌নায়,10
খায়ফ,10
কিনারায়,10
ওয়ালাকা,10
পেয়েছিলাম।,10
নিয়েছিলাম।,10
বিষয়বস্তু,10
ওয়ামিন,10
বাঁচিয়ে,10
বুদায়ল,10
‘আয়িশাহ(রাঃ),10
দাঁড়িয়েছে,10
ইচ্ছানুযায়ী,10
চুলওয়ালা,10
‘আতিয়্যাহ্‌,10
মদীনায়),10
আল-মায়িদাহ,10
হাওয়ার,10
দেয়?,10
সাফা-মারওয়াহ্‌,10
হায়রে,10
(‘আয়িশাহ্,10
তলোয়ারটি,10
নয়;,10
দেয়।(আধুনিক,10
"রয়েছেন,",10
জাহিলীয়্যাত,10
খেয়েছিল,10
পেয়েছিলেন,10
নুফায়ল,10
যথাসময়,10
নিশ্চয়ই।,10
‘আয়িশাহ্‌!,9
‘ওয়ালা’র,9
মিস্ওয়াক,9
হটিয়ে,9
তালবিয়ার,9
ওয়ামিল্,9
ওয়ারাকাহ,9
ওয়ালীমাহ্‌,9
আকাবায়,9
ছাড়িয়ে,9
সঙ্গীদ্বয়,9
মায়মুনা,9
"দেয়নি,",9
কায়স!,9
হয়েছে)।,9
লাগিয়েছেন।,9
বিষয়ক,9
লিহ্ইয়ান,9
(পুনরায়,9
কায়নুকা,9
অবস্থায়ও,9
ওয়াল্ল-হু,9
মেয়েলোকের,9
রিওয়ায়াতের,9
কুরায়ব-এর,9
তাকওয়া,9
‘আইয়্যাশ,9
দুন্‌ইয়া,9
(যায়নাব,9
"অদ্বিতীয়,",9
ইয়াকূব,9
হুযায়ফাহ,9
মহল্লায়,9
ওয়াস্‌,9
বিলিয়ে,9
ঘাবড়িয়ে,9
যায়নাবের,9
জানায়।,9
খাওয়ানোর,9
"ইয়াহ্ইয়া,",9
বর্ণিতঃ‘উরওয়া,9
ওসীয়াত,9
আখ্যায়িত,9
মর্মানুযায়ী,9
আকওয়া‘,9
ওয়াহিদ,9
ইয়ামন,9
আকওয়া',9
বিষয়গুলো,9
সাফ্ওয়ান,9
মারিয়াম,9
বর্ণিতঃলায়স,9
লাগিয়েছিলেন,9
পরোয়া,9
ওয়াসীলাহ্‌,9
সেবায়,9
করিয়েছে।,9
ইয়া’কূব,9
রটিয়ে,9
বায়তুল্লাহ্র,9
হুরাইয়াহ,9
শায়বানী,9
চেয়েছিলেন।,9
খিয়ানাত,9
ফতোয়া,9
খাওয়ায়,9
খেয়েছি।,9
ইয়াতীমদের,9
ইয়ামানীদের,9
উয়ায়না,9
দিয়েছে?,9
অবস্হায়,9
যুবায়দ,9
অল্পবয়স্ক,9
উসাইয়্যাহ,9
প্রতিক্রিয়া,9
উহায়ব,9
হুলওয়ানী,9
(মদীনায়),9
কংকরময়,9
দীর্ঘায়ু,9
বলায়,9
চোয়ালের,9
টিলায়,9
নয়”,9
কুনিয়াত,9
পাঠায়,9
দু‘আয়,9
সহায়তা,9
সা‘য়ী,9
পেয়ালায়,9
"গিয়েছে,",9
ওয়াসিল,9
বুঝিয়েছেন।,9
আদায়কৃত,9
ওয়ারস,9
"হায়,",9
[আয়িশা,9
দায়ী,9
ওয়াহাব,9
বুহায়না,9
হুরায়স,9
জ্বালায়,9
ত্বওয়াফের,9
মিস্‌ওয়াক,9
খাওয়াও।,9
ঘটায়।,9
"পেয়েছে,",9
তৃতীয়টি,9
যিয়ারাত,9
মুলায়কাহ্,9
গন্ধময়,9
শোয়া,9
দাবিয়ে,9
সায়িদ,9
প্রিয়পাত্র,9
ওয়াসিয়াত,9
খোঁয়াড়ে,8
উদয়ের,8
আওয়ানাহ্,8
পরিচয়ে,8
খুতবায়,8
‘আয়িশাহ্(রাঃ)-,8
হয়েছিল),8
হয়”।,8
বুঝায়,8
ক্ষমতায়,8
বুহায়নাহ্,8
পেয়েছিলেন।,8
সুফ্ইয়ানের,8
সমবয়সী,8
ওয়াসাল্লাম!,8
যুরায়,8
ভয়-ভীতি,8
বর্ণিতঃনিশ্চয়ই,8
"গিয়েছিলেন,",8
বিনিময়েও,8
(ওয়াহী,8
শুরায়হ্,8
বেরিয়েছিল,8
সাইয়্যাদ-এর,8
দায়িত্ব।,8
ইয়াহূদীগণ,8
কায়েস,8
পাহাড়দ্বয়,8
বায়আত,8
মুহাইয়্যিসাহ্‌,8
ওয়াদী,8
লুটিয়ে,8
(কিয়ামাত,8
"হয়েছিলেন,",8
উমায়স,8
ইয়াহুদীদের,8
ঝগড়ায়,8
সফিয়্যাকে,8
আবিসিনিয়ায়,8
রয়েছি,8
বায়তুল্লাহ্‌র,8
আশ্রয়ে,8
দুয়ে,8
যায়দ-,8
সুলায়মের,8
দেয়”,8
হাদিয়া।,8
(মিনায়),8
ফুযায়ল,8
(প্রয়োজন,8
পৌঁছিয়েছেন,8
হুযায়ল,8
ওয়ান্,8
কুতায়বাহ্‌,8
গায়িকা,8
গাধায়,8
আঙ্গিনায়,8
আত্নীয়,8
ওয়ালাকাল,8
জুওয়াইরিয়া,8
নাসায়ী,8
তায়ালা,8
ও’য়াদা,8
নয়।”,8
অল্পবয়স্কা,8
জুরায়জ!,8
ঠেকিয়ে,8
বাড়িয়েছেন,8
কুরায়যা,8
গোড়ায়,8
এতদুভয়,8
হিদায়াতপ্রাপ্ত,8
পর্দায়,8
[আয়িশাহ,8
যিম্মায়,8
"দিয়েছি,",8
আত্মীয়-স্বজনের,8
কয়টি,8
“লাব্বায়কা,8
সিরিয়াবাসীদের,8
বিনয়,8
আয়লা,8
ইয়ারফা,8
'উবায়দ,8
বানিয়েছে,8
স্থায়ীভাবে,8
"নিয়েছি,",8
তলোয়ারের,8
ইয়াযিদ,8
প্রয়োজনবোধে,8
পরওয়ারদিগার!,8
কুনীয়াত,8
তৃতীয়াংশে,8
বৈপিত্রেয়,8
আয়ত্বে,8
ওয়াক্বিদ,8
মাত্রায়,8
যায়িদা,8
হস্তদ্বয়,8
‘উওয়াইমির,8
(সাওয়াব,8
হুয়াইর,8
ইয়াসির,8
সিয়াহ,8
নামায়,8
মু’আবিয়ার,8
দ্বিতীয়টি,8
উয়াইমির,8
রোমীয়,8
পরাজয়,8
জরায়ু,8
হুদাইবিয়াহ্‌র,8
(পুনরায়),8
অসিয়ত,8
পেয়েছিল।,8
কূফায়,8
সুফইয়ানের,8
"পায়জামা,",8
সময়কে,8
"যায়দ,",8
ওয়াসীয়াত,8
বসিয়েছিলেন,8
যন্ত্রণায়,8
ন্যায়ের,8
বিদায়ে,8
মক্কা্য়,8
তদনুযায়ী,8
ছেয়ে,8
আজওয়া,8
আদায়রত,8
ইয়া'লা,8
ইয়াযীদের,7
নিয়েছিল।,7
মা-য়ি,7
জুরায়জ),7
হায়যগ্রস্ত,7
প্রক্রিয়া,7
"যাকওয়ান,",7
পাহাড়দ্বয়ের,7
“হাইয়্যা,7
ঝুঁকিয়ে,7
পেচিয়ে,7
অভিপ্রায়,7
যুল-হুলাইফায়,7
নুমায়র-এর,7
(সওয়াব,7
উসায়্যা,7
এতদুভয়ের,7
"সিয়াম,",7
শায়বাহ্‌,7
ভয়ে।,7
করায়।,7
সায়ফ,7
‘উরওয়ার,7
"পাঠিয়েছিলেন,",7
(তাওয়াফ,7
লাগিয়েছিলেন।,7
ভয়ঙ্কর,7
হুরাইয়াহ্,7
(বয়স,7
(মদিনায়,7
রয়েছে”-,7
কবিতায়,7
ময়দানের,7
ওয়াহ্‌দাহু,7
‘দিয়্যাত’,7
(আয়াতে,7
চক্ষুদ্বয়,7
সীমায়,7
‘উসাইয়্যাহ,7
মেয়েটির,7
‘আলিয়াহ্,7
(দ্বিতীয়),7
ওয়াসক,7
ওয়ায়েল,7
বয়োবৃদ্ধ,7
জাতীয়ঃ,7
(আবিসিনিয়া,7
হয়েছে।”,7
ওসীয়ত,7
উভয়কেই,7
কুন্ইয়াতে,7
বর্ণিতঃমারওয়ান,7
কুয়ার,7
"হয়েছেন,",7
প্রত্যয়,7
লিখিয়ে,7
"দিয়ে,",7
সাজিয়ে,7
ক্বিয়ামে,7
জওয়ান,7
দায়িত্বশীল।,7
যুবায়র-এর,7
বরকতময়,7
দেখিয়েছেন।,7
কায়েম,7
বর্ণনায়),7
তৃতীয়াংশের,7
বিষয়টিকে,7
খেয়েছেন?,7
ভারতীয়,7
হেয়,7
দিয়েছ।,7
আত্মীয়ের,7
ওয়ারিশদের,7
আরায়্যা,7
দান-খয়রাত,7
মালায়িকার,7
মদিনা্য়,7
হাবশায়,7
দিয়েছিলেন?,7
কুড়িয়ে,7
ওয়াকী’-এর,7
পায়খানায়,7
(দিয়্যাত,7
ঘটনায়,7
পাহারায়,7
খেয়েছিলেন,7
দয়ালু”,7
পায়নি।,7
মুযদালিফায়),7
যুরায়ক,7
ওয়ারিসগণ,7
গোত্রদ্বয়ের,7
কথাবার্তায়,7
ওয়াক্‌কাস,7
উলাইয়্যার,7
হয়নি?,7
বায়রুহা,7
মু‘আবিয়াহ্‌,7
দায়-দায়িত্ব,7
এসময়,7
নয়জন,7
‘আয়িশাহ্‌র,7
ওয়াকিদ,7
যাওয়ায়,7
দিয়েও,7
নিয়্যাতের,7
বর্ণিতঃহাওয়াযিন,7
পরীক্ষায়,7
সুবায়’আ,7
ঘুমিয়েছিলাম।,7
পায়খানার,7
দেউলিয়া,7
বিষয়েই,7
কয়েকজনকে,7
ইয়াসরিব,7
সত্যায়িত,7
রক্ষায়,7
খিয়ানতকারী,7
ওয়াসিলাহ্,7
ওয়াকী’র,7
অসহনীয়,7
"চেয়েছি,",7
“সাফা-মারওয়াহ,7
শাওয়াল,7
নিয়তে,7
ইয়া‘কূব,7
যথাসময়ে,7
(মাদীনায়,7
কিয়াসের,7
নবুওয়াত,7
"লাগায়,",7
‘উয়াইমির,7
খাটিয়ে,7
সুফ্ইয়ানকে,7
হায়েয,7
(দেয়াল,7
মু'আবিয়া,7
সাফিয়্যাহ্,7
দুয়ের,7
সাময়িকভাবে,7
ধূলায়,7
পয়দা,7
কানায়,7
ওয়াবিকা,7
অস্থায়ী,7
"হয়েছে।
(ই.ফা.",7
কিয়ামাহ,7
শুনিয়েছি,7
ছায়ার,6
খাইয়ে,6
তৃতীয়াংশ?,6
সফ্ওয়ান,6
কূয়ার,6
বসিয়েছে,6
চেয়েছেন।,6
খাওয়া-দাওয়া,6
"শিখিয়েছেন,",6
দুন্ইয়া,6
জায়গীর,6
আঙ্গিণায়,6
রয়েছেঃ,6
কুফায়,6
সূর্যোদয়,6
হাদীয়া,6
ফুরিয়ে,6
পেয়েছি।এখনো,6
মায়মুনাহ্,6
কুওয়াতা,6
(সময়,6
হয়েছ?,6
শিখায়,6
‘আকাবায়,6
বাঁয়ে,6
ওয়াদ্,6
লাউয়ের,6
হয়েছে’,6
পাল্লায়,6
‘নিশ্চয়ই,6
মুকাইয়্যার,6
তাড়নায়,6
বর্ণিতঃইয়াহ্ইয়া,6
চায়?,6
"সম্প্রদায়,",6
পেয়েছেন।,6
ইয়ারহামুকাল্লাহ,6
যায়দ),6
আদায়কারীদের,6
শামিয়ানা,6
বিদায়ের,6
শয়তানেরা,6
বর্তায়,6
বাগিচায়,6
হওয়ার),6
করিয়েছিলেন।,6
(ইয়ামানের,6
আবওয়া,6
কুদায়দ,6
সময়কালে,6
আয়াত।,6
তৃতীয়বারও,6
মায়মূনাহ্-এর,6
লালায়িত,6
[আয়িশাহ্,6
হুলায়ফার,6
যুবায়র),6
ব্যয়ে,6
খায়রাম্‌,6
দিয়ো,6
(প্রায়,6
তৃষ্ণায়,6
‘আক্বাবায়,6
(‘আয়িশাহ্‌,6
শাফিয়ী,6
চেয়েছি।,6
জওয়াবে,6
যায়িদাহ,6
নুবায়হ,6
দ্বিতীয়জন,6
['আয়িশা,6
কিয়ামাহ্,6
পুণরায়,6
সভায়,6
ক্বিয়ামের,6
মুখায়ব,6
বিষয়),6
ইয়াগুস,6
ওয়ার্‌স,6
আনন্দদায়ক,6
আওয়াল,6
জুহায়ম,6
তাইয়্যাহ,6
একসময়,6
খাওয়াবে,6
পাঠায়।,6
(মাদীনায়),6
প্রাপ্তবয়স্ক,6
হুয়াইরিস,6
দেয়াও,6
চড়ায়,6
হুঁশিয়ার,6
সাথীদ্বয়,6
বর্ননায়,6
জ্যোতির্ময়,6
হাওয়ালা,6
যাক্‌ওয়ান,6
মৃত্যুশয্যায়,6
বিনিময়ে।,6
শায়বার,6
বিবেচনায়,6
(আদায়,6
পেয়েছেন?,6
স্বয়ংসম্পূর্ণ,6
খাওয়ালে,6
বানিয়েছি,6
ফুলিয়ে,6
"কোথায়,",6
ওয়াক্তে),6
“সাফা-মারওয়াহ্,6
বিষক্রিয়া,6
ধরাশায়ী,6
হয়েছে!,6
সফওয়ান,6
ছেলে-মেয়ে,6
"দিয়েছিলাম,",6
হয়েছিলো,6
জলাশয়ে,6
লড়াইয়ে,6
নামীয়,6
হুরায়রার,6
‘উলাইয়্যার,6
মুহাইয়াসা,6
পদদ্বয়,6
বানিয়েছেন,6
আরিয়্যা,6
ওয়াক্‌ফ,6
সুফ্‌ইয়ানকে,6
বাহুদ্বয়,6
