bn_words_of_interest,frequency_count
প্রয়াস,9
নয়’।,9
বিজয়),8
ওয়াদার,8
দিয়েছি।[1],8
বেয়ে,8
ইল্লিয়্যীন,8
ধ্বসিয়ে,8
দুনিয়াদার,8
দেয়?,8
জুড়ায়,8
শরীয়তী,8
ঘটিয়েছে,8
দেয়),8
সক্রিয়,8
"নিয়েছ,",8
প্রতারণায়,8
দেয়াল,8
ধূলিকণায়,8
হিদায়াতকারী,8
দেওয়া),8
নিয়েও,8
অবস্থায়ও,8
দয়াশীল,8
‘সালওয়া’,8
গায়েবী,8
নিকটাত্মীয়দের,8
আশংকায়,8
খায়বারে,8
ছোঁয়া,8
ওয়ায-নসীহতের,8
নেয়।[2],8
ধূলায়,8
(কিয়ামাত,8
এক-তৃতীয়াংশ,8
হয়েছে-,8
দ্বিতীয়ঃ,8
পাঠিয়েছেন?,8
জানোয়ারের,8
হয়েছিলে।,8
যুবায়ের,8
"নিয়ে,",8
দায়িতত্ত্ব,8
"ভয়,",8
ফায়েল,8
রয়েছে।[2],8
রওয়ানা,8
হিদায়াতপ্রাপ্তদের,8
প্রশংসায়,8
শায়িত,8
মাদয়্যানবাসী,8
পলায়নের,8
রায্বিয়াল্লাহু,8
সংশয়ী,8
আয়তলোচনা,8
প্রত্যাশায়,8
তত্ত্বাবধায়ক।,8
প্রায়শ্চিত্ত,8
শয়তানই,8
(শয়তান),8
"দেখিয়েছেন,",8
ফায়সালাকারী,8
মাদইয়ানের,8
দেয়াই,8
আশ্রয়স্থল!,8
মহাপ্রলয়,8
যয়তুন,8
"হৃদয়,",8
সূরায়,8
খড়-কুটায়,8
"প্রিয়,",8
বিছানায়,8
উল্টিয়ে,8
(সম্প্রদায়),8
হয়েছে।)তাফসীরে,8
"নেওয়া,",8
"গিয়েছে,",8
মারইয়াম-পুত্র,8
মেয়েদেরকে,8
এখতিয়ারাধীন।,8
"ইয়াহইয়া,",8
"পেয়েছ,",8
সন্দেহ-সংশয়,8
"পায়নি,",8
আনয়নের,8
ইয়ামানের,8
হওয়াই,8
"ছায়ায়,",8
অসহায়তা,8
(উভয়,8
তৃতীয়বার,8
বানিয়েছি।,8
বিনিময়ে।,8
কৈফিয়ত,8
সত্যায়নকারীরূপে,8
সংশয়ের,8
দেখায়।,8
ধরিয়ে,8
ইয়াসরিব,8
"হিদায়াত,",8
সম্প্রদায়কেও,7
সওয়ারীর,7
চায়;,7
নিয়ামত।,7
‘‘কিয়ামত,7
অব্যয়,7
জওয়াবে,7
ঠায়,7
ভয়াবহতায়,7
নির্ভয়ে,7
উপাদেয়,7
আরাম-আয়েশ,7
"নিয়ামত,",7
"ভাষায়,",7
আম্বিয়ার,7
পয়গম্বরগণকে,7
প্রজ্ঞাময়’।,7
দেয়না,7
ওয়াস্তে,7
চেয়েছিলাম,7
"আওয়াজ,",7
বিষয়সমূহে,7
হয়েছে;[1],7
সভায়,7
"নয়,[1]",7
"রয়েছেন,",7
বিষয়াবলী,7
আত্মীয়দেরকে,7
খেয়াল-খুশি,7
লড়াইয়ে,7
লোকালয়,7
সুফিয়ানের,7
সাওয়াব,7
"পেয়েছে,",7
"কোথায়,",7
অন্যায়কারীরা,7
মহিমাময়,7
প্রজ্ঞাময়।’[1],7
নয়।),7
ওয়াজেব।,7
"যাওয়া,",7
অনায়াসে,7
থাকায়,7
উদয়ের,7
দয়ালুদের,7
জায়গার,7
মায়া-মমতা,7
বানিয়েছিলাম,7
তেলাওয়াত,7
দিয়েছিলাম),7
পায়?,7
দরিয়ায়,7
হয়েছে)।,7
দায়বদ্ধ,7
দয়ালু।’[1],7
"হয়েছিলেন,",7
স্বগোত্রীয়,7
(অন্যায়),7
তরবিয়ত,7
দেওয়া।তাফসীরে,7
দিয়েছিল;,7
গ্রহণীয়,7
নিয়ন্ত্রক,7
ক্ষুধায়,7
হাওয়ারীগণ,7
আত্মীয়ের,7
স্বাফা-মারওয়ার,7
পেয়েছিলেন,7
জুয়ার,7
আনয়নকারীদেরকে,7
দয়া-দাক্ষিণ্য,7
তামাশায়,7
নাসায়ী,7
উলূহিয়্যাত,7
মিথ্যায়,7
(মক্কায়,7
নিয়মানুসারে,7
যেথায়,7
"করায়,",7
মারিয়া,7
পৌঁছিয়েছি,7
খেয়েছেন।,7
(রায্বিয়াল্লাহু,7
আত্মীয়-স্বজনকে,7
নিয়ামতসমূহে,7
বিষয়টির,7
বাঁকিয়ে,7
আয়াতে।,7
প্রশংসনীয়।,7
নিয়েছেন;,7
"গিয়েছিলাম,",7
কয়েদ,7
দেখিয়েছিলেন।,7
বায়তে,7
দাঁড়িপাল্লায়,7
ময়দানের,7
নিয়ম-পদ্ধতি,7
আয়াতুল,7
"দাঁড়িয়ে,",7
আল্লাহয়,7
(আয়াতে,7
নি‘য়ামাত,7
বিনয়-নম্র,7
হিদায়াতপ্রাপ্ত।,7
সংশয়ীদের,7
দায়ী।,7
দীর্ঘায়ু,7
ইয়াসীনে,7
নিয়েছে;,7
বায়েন,7
হয়েছে।-তাফসীরে,7
মালিকানায়,7
রয়েছে।’’,7
চেয়েছিল।,7
হয়েছি’,7
দেয়।[1],7
হয়েছিল’,7
বিপর্যয়ে,7
যয়নাবের,7
জন্মায়,7
জায়গাতেই,7
দায়-দায়িত্ব,7
ইয়াহুদীদের),7
ইলিয়াস,7
পরম্পরায়,7
‘কিয়ামতের,7
দেখিয়েছেন।,7
খাওয়ানো,7
মেয়াদের,7
বায়েনা,6
ধুয়ে,6
অসীলায়,6
সময়সীমা,6
পয়গম্বরগণের,6
অপ্রয়োজনীয়,6
ফায়সালাই,6
লাগায়,6
খাওয়াও,6
অসীয়ত,6
দিয়ে;,6
আহবায়কদের,6
ঝাঁপিয়ে,6
প্রয়োজনাদি,6
জরায়ুতে,6
দেওয়াটা,6
সওয়াবে,6
যাওয়া-আসা,6
"হাওয়া,",6
নিয়ামতসমূহের,6
রিযওয়ান,6
হৃদয়ে।,6
‘‘নিশ্চয়,6
চেয়ো,6
হৃদয়।,6
পরওয়া,6
শীর্ণকায়,6
মাদয়ান,6
লুকায়,6
পায়।তাফসীরে,6
যায়।[1],6
শুইয়ে,6
পীড়াদায়ক,6
মাদয়্যানের,6
অন্যায়-অনাচার,6
আমলনামায়,6
তথায়,6
পেয়েছিল।,6
আত্মীয়র,6
(মক্কায়),6
আয়াতসমূহ।,6
রুবূবিয়্যাত,6
"আম্বিয়া,",6
অপচয়কারীদের,6
জায়গাকে,6
"বিষয়ে,",6
আস্তানায়,6
ন্যায়পরায়ণদেরকে,6
বায়আতে,6
ইয়াহুদী-খ্রিষ্ট,6
দয়া।,6
ন্যায়-অন্যায়,6
গৌরবময়,6
হওয়ায়,6
সম্প্রদায়’,6
খেলায়,6
"এখতিয়ারে,",6
‘‘কিয়ামতের,6
যায়।[3],6
রটিয়ে,6
(দুনিয়ার),6
বিতন্ডায়,6
দয়াময়কে,6
"রটায়,",6
ফাযায়েল,6
(ইয়াহুদীদের),6
দেয়নি।,6
উদাসীনতায়,6
সম্প্রদায়।[1],6
ক্ষমাপরায়ণ।,6
আশঙ্কায়,6
হয়।[4],6
"তাওয়াফকারী,",6
ঝঞ্ঝাবায়ু,6
খেল-তামাশায়,6
ঘনিয়ে,6
মায়েরা,6
পাঠিয়েছিলাম;,6
ছিটিয়ে,6
"মারইয়াম,",6
সমূদয়,6
ইয়াসীনের,6
ফারায়েয,6
লালসায়,6
জ্বালায়,6
অসিয়তকারীর,6
তুওয়া,6
হয়েছি’।,6
মার্ইয়াম,6
শোয়া,6
মুহাম্মাদিয়া,6
যাকারিয়ার,6
কর্মবিধায়ক।,6
মারইয়ামকে,6
বায়তুল্লাহ,6
বিনয়্যামীনের,6
অন্যায়কারী।,6
সম্প্রদায়ভুক্ত,6
আকর্ষণীয়,6
হৃদয়ঙ্গম,6
ইয়াকীন,6
হয়েছে’।,6
শয়ত্বানকে,6
নিয়ন্ত্রণকারী,6
ছেলে-মেয়ে,6
করিয়েছেন,6
জিম্মায়,6
জানিয়েছে,6
মায়েদাহ,6
অতুলনীয়,6
ক্রিয়াকলাপের,6
সমসাময়িক,6
ইশারায়,6
পেয়েছেন,6
দু’আয়,6
উদীয়মান,6
মাদ্য়্যান,6
যায়।[4],6
হয়োনা;,6
খিয়ানাত,6
কিয়াস,6
হায়েয,6
"দন্ডায়মান,",6
যায়না,6
চেয়েছিলে।,6
ইয়াতীমদেরকে,6
দ্বিধায়,6
আয়াতটিও,6
ফতোয়া,6
সঙ্গীদ্বয়!,6
পাড়িয়ে,6
রজয়ী,6
ওয়াহীর,6
তৃতীয়ঃ,6
বিষয়সমূহের,6
দুনিয়াকে,6
মায়িদা,6
জায়গা),6
জিযিয়া-কর,6
পাঠিয়েছিলেন,6
শয়তানেরা,6
"ওয়ালা,",6
হয়েছে[1],6
সময়-কাল,6
পিতায়,6
"বিজয়,",6
সম্প্রদায়।-তাফসীরে,6
হয়েছিল।’,6
"বরকতময়,",6
ওয়াসীয়াত,6
নিয়তের,6
"আত্মীয়,",5
দিয়েছে;,5
সময়টা,5
বায়েনাহ,5
"হয়),",5
খাওয়া।,5
হয়!,5
বিতৃষ্ণায়,5
দিয়েছেন’,5
বিষয়ে।,5
ইয়া’জূজ,5
জ্ঞানায়ত্তে,5
ন্যায়ানুগ,5
(আয়াতে),5
দুনিয়াবাসী,5
স্বাবেয়ী,5
(সওয়া,5
য়্যাসা’,5
(হিদায়াত,5
পায়না।,5
উপায়।,5
প্রজ্ঞাময়।(১),5
নিয়ন্ত্রণে,5
‘কোথায়,5
তাকওয়া।,5
নুবুওয়াত,5
"জায়েয,",5
অনুযায়ীই,5
বদমায়েশি,5
"মেয়ে,",5
আওয়াল,5
বিষয়টিও,5
সৌন্দর্যময়,5
হয়েছে?’,5
ন্যায়;,5
"জুয়া,",5
চাওয়া।,5
পিয়ালা,5
মিথ্যায়ন,5
সিরিয়ার,5
জ্যোতির্ময়,5
দায়িত্বপ্রাপ্ত,5
আসা-যাওয়ার,5
দয়াময়।,5
দয়ালু।(১),5
মেয়েকে,5
পেয়ালা,5
পিতৃ-পরিচয়,5
সন্ধ্যায়।,5
(প্রায়,5
ইয়াহুদী-খ্রিষ্টান,5
দিয়েছেন।[3],5
(মাক্কায়,5
নিয়ম-কানুন,5
করণীয়।,5
আম্বিয়াঃ,5
নিয়ম-শৃঙ্খলা,5
মঙ্গলময়।,5
(শয়ত্বান,5
পর্যায়ভুক্ত।,5
আয়েশে,5
পাঠিয়েছিলাম),5
পাতায়,5
হয়েছিল?’,5
রয়েছি।,5
নিয়তি,5
নিয়েছেন।তাফসীরে,5
"অদ্বিতীয়,",5
নয়?’,5
(সিরিয়া,5
কিয়ামাহ,5
খড়কুটায়,5
তওয়াফ,5
লূত-সম্প্রদায়,5
আকাঙ্ক্ষায়,5
খায়বারের,5
"পানীয়,",5
ভয়াবহ।,5
নিয়ন্তা,5
আয়াতকেই,5
স্বয়ংসম্পূর্ণ,5
সময়;,5
বিষয়ে),5
দিয়েছে’।,5
ওয়া‘দার,5
"হয়েছিলে,",5
দেয়ালে,5
নাজায়েয,5
জামায়,5
শয়তানেরই,5
"বুঝায়,",5
ডিঙিয়ে,5
(স্বীয়,5
হয়েছে।[5],5
চায়।’,5
কল্যাণময়।,5
হাওয়ারীদের,5
মেয়ে।,5
আসিয়া,5
সম্প্রদায়সমূহ,5
সর্ববিষয়ের,5
দাওয়াতও,5
"হয়েছে,[1]",5
বিস্ময়ের,5
(হয়,5
জলাশয়,5
যায়’,5
বিষয়গুলি,5
আয়াত।তাফসীরে,5
(বিনিময়),5
ধাওয়া,5
বিষয়রূপে,5
রিযওয়ানে,5
তাকায়।,5
আয়াতগুলিতে,5
আয়সারুত্,5
লক্ষণীয়,5
শয়তানও,5
অপচয়কারীদেরকে,5
যাবতীয়),5
প্রাপ্তবয়স্ক,5
নারীদ্বয়ের,5
বয়স।,5
ইয়াজুজ,5
য়্যাহয়্যা,5
নিয়মাধীন,5
হৃদয়গুলো,5
জানিয়েছেন,5
অশ্লীলতায়,5
নিয়মিতভাবে,5
শু‘আয়বকে,5
জেলখানায়,5
‘তাকওয়া,5
পঠনীয়,5
মায়েদার,5
ক্রিয়ামূল),5
‘দয়া,5
ব্যয়কারীদের,5
দিয়েছিলে?,5
জানিয়েছিলাম,5
ফায়সালাকারী।,5
সাহাবায়ে-কিরাম,5
যাকারিয়্যার,5
(বিজয়),5
আশ্রয়ের,5
রাযিয়াল্লাহু,5
অধ্যায়ঃ),5
খোয়াড়,5
(ইয়াহূদী,5
বুলিয়ে,5
বানায়।,5
নিন্দনীয়।,5
"দেয়া,",5
বিনয়-নম্রতা,5
"দয়া,",5
হাবিয়াহ,5
মাদইয়ানবাসীর,5
নেয়নি,5
পরিধেয়,5
আঙিনায়,5
সত্যাশ্রয়ী,5
ছলনাময়,5
জোয়ার,5
খিয়ানতকারী,5
